cap-shape,cap-surface,cap_color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths,poisonous
knobbed,fiberous,white,0,none,free,crowded,broad,pink,enlarging,?,smooth,silky,white,white,partial,white,2,pendant,white,neumerous,grasses,edible
knobbed,scaly,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,scaly,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,brown,0,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,red,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
knobbed,smooth,red,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths,poisonous
knobbed,smooth,red,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,brown,0,none,attached,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,partial,orange,1,pendant,buff,several,leaves,edible
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,red,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
knobbed,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
convex,scaly,red,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
knobbed,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,gray,0,none,free,crowded,broad,pink,enlarging,?,smooth,silky,white,white,partial,white,2,pendant,white,neumerous,grasses,edible
knobbed,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,red,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,0,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,scaly,red,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,red,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,red,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
convex,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,0,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
knobbed,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
convex,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,scaly,red,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths,poisonous
bell,fiberous,gray,0,none,free,crowded,broad,pink,enlarging,?,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,edible
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
bell,smooth,brown,0,none,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,brown,1,pendant,yellow,several,leaves,edible
flat,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,cinnamon,0,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,0,none,white,clustered,woods,poisonous
convex,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,0,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
convex,scaly,red,0,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,red,0,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,red,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,scaly,red,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,0,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,brown,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
flat,scaly,brown,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths,poisonous
flat,scaly,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,red,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,brown,0,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths,poisonous
convex,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,0,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,brown,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
flat,smooth,red,0,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,brown,0,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths,poisonous
convex,scaly,red,0,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths,poisonous
flat,smooth,red,0,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves,poisonous
convex,smooth,red,0,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,0,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves,poisonous
